date,plot_id,crop,daily_plot_score_scaled,score_category,plot_health,env_stability_score,profit_at_risk,daily_total_input_cost,daily_precision_cost,daily_routine_cost,season_profit_cad,season_roi,precision_benefit_cad
2025-02-21,P0001,Strawberry,80.39932723544865,Excellent,0.6726562041352757,0.6489395138502139,172.12206856371827,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-02-22,P0001,Strawberry,79.31079190495028,Excellent,0.6523037396729952,0.648339567801623,182.82368664193277,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-02-23,P0001,Strawberry,76.98090870884266,Excellent,0.6092830410760635,0.6460151217345367,205.44458774683775,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-02-24,P0001,Strawberry,79.95518156432527,Excellent,0.636403267195074,0.7024014385627507,191.18438340360672,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-02-25,P0001,Strawberry,80.98353960652945,Excellent,0.6606276293060593,0.6933658183368246,178.44686594076643,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-02-26,P0001,Strawberry,71.24807364173137,Good,0.5421881939594164,0.6696565153149459,240.72402185120725,47.58298116159696,0,47.58298116159696,525.814360125671,0.524856889497287,341.779334081686
2025-02-27,P0001,Strawberry,73.33112907320191,Good,0.591887577454107,0.6315765376249782,214.59137232030616,39.075579493452786,0,39.075579493452786,525.814360125671,0.524856889497287,341.779334081686
2025-02-28,P0001,Strawberry,67.87181571478338,Good,0.4951018494704662,0.6187703957512449,265.4826979493215,39.242189884009136,0,39.242189884009136,525.814360125671,0.524856889497287,341.779334081686
2025-03-01,P0001,Strawberry,66.79557752254861,Good,0.524711577341449,0.535155717200543,249.91347783534545,44.99048598996552,0,44.99048598996552,525.814360125671,0.524856889497287,341.779334081686
2025-03-02,P0001,Strawberry,62.37831539850664,Good,0.4483724401710365,0.535729125191152,290.0536923991517,51.87282625784027,0,51.87282625784027,525.814360125671,0.524856889497287,341.779334081686
2025-03-03,P0001,Strawberry,69.57864679727349,Good,0.560808384208018,0.5297982864866018,230.93325843022052,27.79857961606345,0,27.79857961606345,525.814360125671,0.524856889497287,341.779334081686
2025-03-04,P0001,Strawberry,66.91926744554974,Good,0.548644732149077,0.4843613965324157,237.32908135438387,40.72167301255107,0,40.72167301255107,525.814360125671,0.524856889497287,341.779334081686
2025-03-05,P0001,Strawberry,75.66038718476932,Excellent,0.6554334326229467,0.5091592759796837,181.17804914606415,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-06,P0001,Strawberry,69.58319618074978,Good,0.5845740509617001,0.5460166078453264,218.43692957317324,56.080160433754834,0,56.080160433754834,525.814360125671,0.524856889497287,341.779334081686
2025-03-07,P0001,Strawberry,75.07018624410934,Excellent,0.6486147055295973,0.5007318219923267,184.76343376952525,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-08,P0001,Strawberry,69.51123223228637,Good,0.5707721640598693,0.5700926764101564,225.6941599029863,56.162341616048934,0,56.162341616048934,525.814360125671,0.524856889497287,341.779334081686
2025-03-09,P0001,Strawberry,74.82579189583242,Good,0.6262647338031171,0.5347644583368334,196.5153698517113,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-10,P0001,Strawberry,76.58667858054622,Excellent,0.6491026098337367,0.5551156698157346,184.50688668004165,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-11,P0001,Strawberry,67.42863520358792,Good,0.5395470444100465,0.511967217192054,242.11277621150538,36.846016697866375,0,36.846016697866375,525.814360125671,0.524856889497287,341.779334081686
2025-03-12,P0001,Strawberry,67.73371717912987,Good,0.5591596788716616,0.5039075955742872,231.80017137169256,45.32258925705919,0,45.32258925705919,525.814360125671,0.524856889497287,341.779334081686
2025-03-13,P0001,Strawberry,75.00057769091478,Excellent,0.6417526100642066,0.5113788378240319,188.37162210578097,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-14,P0001,Strawberry,68.1924731499283,Good,0.5526422127412685,0.5329083716261922,235.22714865468598,45.20407013961963,0,45.20407013961963,525.814360125671,0.524856889497287,341.779334081686
2025-03-15,P0001,Strawberry,66.33815156175277,Good,0.5245388663585356,0.5404220919415512,250.00429175031272,54.89774950965783,0,54.89774950965783,525.814360125671,0.524856889497287,341.779334081686
2025-03-16,P0001,Strawberry,63.93611580519956,Good,0.5534173882196533,0.5349570960122184,234.81955025653397,117.97337569066426,0,117.97337569066426,525.814360125671,0.524856889497287,341.779334081686
2025-03-17,P0001,Strawberry,66.6560403160967,Good,0.538583238730778,0.4997779665768509,242.61955907803548,43.3265058,0,43.3265058,525.814360125671,0.524856889497287,341.779334081686
2025-03-18,P0001,Strawberry,68.0840875992189,Good,0.5583062874735375,0.5030721424954037,232.24889682363394,38.33165672838656,0,38.33165672838656,525.814360125671,0.524856889497287,341.779334081686
2025-03-19,P0001,Strawberry,73.06738650517694,Good,0.6401246928754107,0.443984547502254,189.22760434074522,0,0,0,525.814360125671,0.524856889497287,341.779334081686
2025-03-20,P0001,Strawberry,64.06913606184838,Good,0.5373685115766695,0.42169689706289015,243.25828005930026,49.72073093956793,0,49.72073093956793,525.814360125671,0.524856889497287,341.779334081686
2025-03-21,P0001,Strawberry,64.16797533270847,Good,0.537240420626074,0.43481928361284594,243.32563212052554,53.96868167767145,0,53.96868167767145,525.814360125671,0.524856889497287,341.779334081686
2025-03-22,P0001,Strawberry,65.89766944835857,Good,0.5370614031995028,0.4298016409639278,243.41976205412942,22.59883660054766,0,22.59883660054766,525.814360125671,0.524856889497287,341.779334081686
2025-03-23,P0001,Strawberry,70.13086363834616,Good,0.6115810455864262,0.3917106162005435,204.23626397565545,0,0,0,525.814360125671,0.524856889497287,341.779334081686
